GUID	TYPE	NAME	Created_Date_Time	Created_By	LastUpdated_Date_Time	LastUpdated_By	Workflow_Status	Title	Description	RFC	Combatant_Command	Combatant_Command_Component	collectType	collectionTimeline	collectionStartDate	collectionStopDate	background	justification	summary	responsiblePointofContactId	groupId	TargetID	lon	lat	Priority	Classification	Releasability
f9526019-1262-4fc4-8c0e-b580ace0def7	CR	CR54	2016-04-01T13:00:00Z	52	2016-04-02T20:00:00Z	38	PENDING	leo at aliquet nisi venenatis	Elit a facilisis volutpat libero viverra eleifend pretium erat ut feugiat mi! Blandit viverra suspendisse sagittis pellentesque sed felis vehicula? Ante dis dictumst ultrices hac dignissim iaculis in bibendum ut aliquam cum eros pharetra a litora accumsan per aenean risus inceptos massa torquent facilisi purus potenti maecenas ultricies pellentesque varius sem metus.	87795e87-8caa-4e83-8e18-0929278039b4	EUCOM	AF	Reconnaissance	UNKNOWN	2016-04-28T07:00:00Z	2016-05-18T07:00:00Z	Elit a facilisis volutpat libero viverra eleifend pretium erat ut feugiat mi! Blandit viverra suspendisse sagittis pellentesque sed felis vehicula? Ante dis dictumst ultrices hac dignissim iaculis in bibendum ut aliquam cum eros pharetra a litora accumsan per aenean risus inceptos massa torquent facilisi purus potenti maecenas ultricies pellentesque varius sem metus.	Adipiscing ultrices erat sollicitudin volutpat condimentum sem habitasse luctus molestie vivamus class. Cubilia imperdiet nisi pharetra quam nullam vel? Quis arcu a malesuada leo dui per duis curae. Diam praesent malesuada quisque donec curabitur turpis iaculis imperdiet congue malesuada in ullamcorper class nostra penatibus aliquet ultrices vel nostra turpis imperdiet nunc rhoncus class viverra gravida aptent auctor scelerisque eleifend phasellus purus hendrerit sodales at lacus ut purus potenti massa bibendum natoque est purus sed convallis malesuada dui mauris proin massa.	Adipiscing ultrices erat sollicitudin volutpat condimentum sem habitasse luctus molestie vivamus class. Cubilia imperdiet nisi pharetra quam nullam vel? Quis arcu a malesuada leo dui per duis curae. Diam praesent malesuada quisque donec curabitur turpis iaculis imperdiet congue malesuada in ullamcorper class nostra penatibus aliquet ultrices vel nostra turpis imperdiet nunc rhoncus class viverra gravida aptent auctor scelerisque eleifend phasellus purus hendrerit sodales at lacus ut purus potenti massa bibendum natoque est purus sed convallis malesuada dui mauris proin massa.	92	1	BEGJOML0997N	18.936116709187626	63.12932513360865	7	Sample TS	//
7e869588-b035-461f-a56e-bd908ae7f1f5	CR	CR55	2016-04-21T18:00:00Z	26	2016-04-23T01:00:00Z	17	PENDING	mollis et nulla ante massa	Dolor suspendisse auctor diam et rhoncus pellentesque mus odio magna suscipit ultrices faucibus velit! Duis tempus litora vestibulum at sed tellus viverra est accumsan. Vestibulum molestie sociosqu penatibus enim morbi sociis interdum integer turpis. Mattis per fringilla sagittis varius nibh nec libero donec sagittis praesent tempus venenatis placerat habitant sociis posuere cum pretium malesuada metus quam nam cum tempus vulputate quisque proin ut cum placerat lectus nulla orci ante primis blandit morbi vitae posuere consequat netus egestas dui natoque odio porta aenean praesent.	986b3ff1-9b8e-4bcf-b66b-35be989d7a01	EUCOM	SOF	Surveillance	ROUTINE	2016-04-03T16:00:00Z	2016-04-27T16:00:00Z	Dolor suspendisse auctor diam et rhoncus pellentesque mus odio magna suscipit ultrices faucibus velit! Duis tempus litora vestibulum at sed tellus viverra est accumsan. Vestibulum molestie sociosqu penatibus enim morbi sociis interdum integer turpis. Mattis per fringilla sagittis varius nibh nec libero donec sagittis praesent tempus venenatis placerat habitant sociis posuere cum pretium malesuada metus quam nam cum tempus vulputate quisque proin ut cum placerat lectus nulla orci ante primis blandit morbi vitae posuere consequat netus egestas dui natoque odio porta aenean praesent.	Consectetur viverra rhoncus sollicitudin etiam platea ligula nec aenean ante? Neque ultrices sodales ridiculus senectus scelerisque aliquam vestibulum vestibulum dis ullamcorper dapibus nunc. Scelerisque natoque eleifend commodo eu a mi molestie nunc nunc vel maecenas! Tempor felis ultrices ut taciti pulvinar viverra taciti velit tincidunt suscipit. Pretium nulla felis volutpat vivamus eros natoque magna senectus egestas laoreet dictumst! Sodales natoque condimentum velit tempor neque mauris urna phasellus convallis lacinia inceptos pulvinar tincidunt quam porta egestas diam curabitur nostra ligula pellentesque diam vivamus venenatis nam ante inceptos eu dapibus lectus nibh feugiat massa per eleifend odio fusce ac etiam sodales sollicitudin sollicitudin per ante conubia senectus augue sagittis mattis lacinia duis convallis dapibus class malesuada cum hendrerit aliquam porta aptent eleifend cras nisi cum blandit malesuada morbi nisl.	Consectetur viverra rhoncus sollicitudin etiam platea ligula nec aenean ante? Neque ultrices sodales ridiculus senectus scelerisque aliquam vestibulum vestibulum dis ullamcorper dapibus nunc. Scelerisque natoque eleifend commodo eu a mi molestie nunc nunc vel maecenas! Tempor felis ultrices ut taciti pulvinar viverra taciti velit tincidunt suscipit. Pretium nulla felis volutpat vivamus eros natoque magna senectus egestas laoreet dictumst! Sodales natoque condimentum velit tempor neque mauris urna phasellus convallis lacinia inceptos pulvinar tincidunt quam porta egestas diam curabitur nostra ligula pellentesque diam vivamus venenatis nam ante inceptos eu dapibus lectus nibh feugiat massa per eleifend odio fusce ac etiam sodales sollicitudin sollicitudin per ante conubia senectus augue sagittis mattis lacinia duis convallis dapibus class malesuada cum hendrerit aliquam porta aptent eleifend cras nisi cum blandit malesuada morbi nisl.	85	1	BECPBOT3457B	50.47489468511194	59.98619097732008	9	Sample U	// NOFORN
902438a6-9ee4-4327-9e13-d89fca5c679c	CR	CR56	2016-04-05T02:00:00Z	4	2016-04-06T09:00:00Z	24	DRAFT	parturient auctor vitae est quisque	Dolor lacinia pellentesque congue taciti faucibus scelerisque iaculis cum tristique et augue cum auctor. Egestas natoque parturient ut sed eleifend augue etiam? Magna morbi platea quam porttitor fermentum ac felis vestibulum commodo! Convallis neque faucibus conubia nisl pretium mattis ornare magna augue enim tincidunt dis orci nullam. Primis purus cras cubilia primis enim curae eu velit nullam conubia nec aenean augue in suspendisse dictum feugiat interdum condimentum diam sodales vel purus dignissim porta sem taciti tempus dis porttitor placerat vitae vestibulum placerat aenean nascetur velit sociis velit iaculis massa diam ad curabitur inceptos consequat potenti ultrices egestas proin!	3877b01f-0c1a-4ecd-a315-1babfb3948ce	EUCOM	ARMY	Reconnaissance	IMMEDIATE	2016-05-10T13:00:00Z	2016-06-06T13:00:00Z	Dolor lacinia pellentesque congue taciti faucibus scelerisque iaculis cum tristique et augue cum auctor. Egestas natoque parturient ut sed eleifend augue etiam? Magna morbi platea quam porttitor fermentum ac felis vestibulum commodo! Convallis neque faucibus conubia nisl pretium mattis ornare magna augue enim tincidunt dis orci nullam. Primis purus cras cubilia primis enim curae eu velit nullam conubia nec aenean augue in suspendisse dictum feugiat interdum condimentum diam sodales vel purus dignissim porta sem taciti tempus dis porttitor placerat vitae vestibulum placerat aenean nascetur velit sociis velit iaculis massa diam ad curabitur inceptos consequat potenti ultrices egestas proin!	Elit aliquam nam posuere ornare arcu purus tristique senectus augue netus morbi dui cubilia! Erat phasellus nunc in pulvinar laoreet libero nulla habitasse donec nascetur odio lobortis malesuada nunc iaculis quisque tortor tincidunt porta orci tempor aptent ultrices quis donec semper phasellus justo volutpat!	Elit aliquam nam posuere ornare arcu purus tristique senectus augue netus morbi dui cubilia! Erat phasellus nunc in pulvinar laoreet libero nulla habitasse donec nascetur odio lobortis malesuada nunc iaculis quisque tortor tincidunt porta orci tempor aptent ultrices quis donec semper phasellus justo volutpat!	44	2	BEYCSCC1058Q	37.6575991329737	64.56990514197386	5	Sample TS	// NOFORN
43748893-3fa2-48e1-a693-8f6cccfb0fb6	CR	CR57	2016-05-29T21:00:00Z	72	2016-05-31T04:00:00Z	97	REJECTED	vulputate inceptos quis ut euismod	Consectetur felis curae vulputate proin lobortis mattis dui risus neque tellus cum cum quam primis nostra malesuada aptent sociosqu?	3ddc358a-5787-4e4a-9886-9499b006856e	EUCOM	SOF	Surveillance	UNKNOWN	2016-06-29T20:00:00Z	2016-07-09T20:00:00Z	Consectetur felis curae vulputate proin lobortis mattis dui risus neque tellus cum cum quam primis nostra malesuada aptent sociosqu?	Elit ridiculus tristique est sed porta vestibulum etiam magnis? Habitasse venenatis nunc nec natoque felis mauris iaculis facilisis? Felis egestas maecenas nunc placerat velit nascetur tempor aptent! Magna erat hendrerit dictum fringilla id convallis. Maecenas platea lacus fringilla aenean mollis mollis lobortis urna facilisis! Elementum quis sociis montes dis sem ridiculus dui feugiat ultricies cursus vestibulum pellentesque viverra scelerisque suspendisse at velit eu quis eget mi etiam fusce nullam suscipit tristique fermentum rhoncus inceptos non curabitur dis arcu orci scelerisque interdum duis vestibulum nunc erat sociis convallis pharetra sagittis velit turpis habitasse primis ridiculus ad lobortis rhoncus auctor ultrices potenti blandit non erat diam sociis lacinia orci eget torquent sapien elementum mus egestas sodales eget lectus urna dapibus morbi rhoncus sociis felis ornare rhoncus fermentum augue vivamus dui facilisi tellus.	Elit ridiculus tristique est sed porta vestibulum etiam magnis? Habitasse venenatis nunc nec natoque felis mauris iaculis facilisis? Felis egestas maecenas nunc placerat velit nascetur tempor aptent! Magna erat hendrerit dictum fringilla id convallis. Maecenas platea lacus fringilla aenean mollis mollis lobortis urna facilisis! Elementum quis sociis montes dis sem ridiculus dui feugiat ultricies cursus vestibulum pellentesque viverra scelerisque suspendisse at velit eu quis eget mi etiam fusce nullam suscipit tristique fermentum rhoncus inceptos non curabitur dis arcu orci scelerisque interdum duis vestibulum nunc erat sociis convallis pharetra sagittis velit turpis habitasse primis ridiculus ad lobortis rhoncus auctor ultrices potenti blandit non erat diam sociis lacinia orci eget torquent sapien elementum mus egestas sodales eget lectus urna dapibus morbi rhoncus sociis felis ornare rhoncus fermentum augue vivamus dui facilisi tellus.	25	4	BETOWHM8392A	-1.7548880148679018	44.870123201236126	7	Sample TS	// NOFORN
53edf285-26dd-4c06-8bf2-ed682a597d53	CR	CR58	2016-04-09T11:00:00Z	33	2016-04-10T18:00:00Z	67	DRAFT	suscipit turpis habitant sollicitudin augue	Elit luctus luctus justo himenaeos nec a vitae malesuada ullamcorper semper est dictumst. Eget scelerisque vel nulla fames commodo platea elementum? Tellus viverra eu in. Nunc habitant hac massa donec venenatis est! Curabitur habitant laoreet potenti porta tempus suscipit rhoncus natoque ridiculus accumsan tellus nullam feugiat gravida dictumst auctor cursus pellentesque nec platea cursus nullam volutpat ultricies lectus magnis eleifend lacus penatibus consequat eu potenti nisi fringilla mollis curabitur interdum arcu integer luctus platea curae libero porttitor hendrerit himenaeos habitasse elementum nec penatibus purus cum id nunc conubia congue in torquent nostra habitant vulputate facilisi mollis quisque quam vehicula eleifend porta fames.	cf8a4238-21d4-4aa6-96ee-6f489dd5bbc9	STRATCOM	ARMY	Reconnaissance	ROUTINE	2016-04-11T18:00:00Z	2016-05-03T18:00:00Z	Elit luctus luctus justo himenaeos nec a vitae malesuada ullamcorper semper est dictumst. Eget scelerisque vel nulla fames commodo platea elementum? Tellus viverra eu in. Nunc habitant hac massa donec venenatis est! Curabitur habitant laoreet potenti porta tempus suscipit rhoncus natoque ridiculus accumsan tellus nullam feugiat gravida dictumst auctor cursus pellentesque nec platea cursus nullam volutpat ultricies lectus magnis eleifend lacus penatibus consequat eu potenti nisi fringilla mollis curabitur interdum arcu integer luctus platea curae libero porttitor hendrerit himenaeos habitasse elementum nec penatibus purus cum id nunc conubia congue in torquent nostra habitant vulputate facilisi mollis quisque quam vehicula eleifend porta fames.	Ipsum bibendum fringilla suscipit lacinia vel lacinia risus praesent primis tempor elementum faucibus. In eget quis pulvinar mauris aenean inceptos proin tincidunt ad ultricies. Placerat montes himenaeos est nulla pretium per ac class lectus. Urna eros velit quis hac dictum risus lectus nibh mollis praesent? Ridiculus sollicitudin himenaeos convallis class a. Varius sodales nullam litora molestie id leo lobortis litora cum primis egestas hac tincidunt magna dictum purus consequat euismod gravida eleifend conubia ligula erat metus phasellus malesuada morbi dapibus curae pharetra eget dictumst phasellus magna scelerisque habitasse quis magnis vulputate donec est venenatis accumsan vehicula sociis lobortis sollicitudin est mi felis vulputate mauris urna fringilla dictum semper nostra sapien vehicula parturient turpis feugiat accumsan eu aliquam suscipit hendrerit class semper nunc dignissim himenaeos proin tellus gravida.	Ipsum bibendum fringilla suscipit lacinia vel lacinia risus praesent primis tempor elementum faucibus. In eget quis pulvinar mauris aenean inceptos proin tincidunt ad ultricies. Placerat montes himenaeos est nulla pretium per ac class lectus. Urna eros velit quis hac dictum risus lectus nibh mollis praesent? Ridiculus sollicitudin himenaeos convallis class a. Varius sodales nullam litora molestie id leo lobortis litora cum primis egestas hac tincidunt magna dictum purus consequat euismod gravida eleifend conubia ligula erat metus phasellus malesuada morbi dapibus curae pharetra eget dictumst phasellus magna scelerisque habitasse quis magnis vulputate donec est venenatis accumsan vehicula sociis lobortis sollicitudin est mi felis vulputate mauris urna fringilla dictum semper nostra sapien vehicula parturient turpis feugiat accumsan eu aliquam suscipit hendrerit class semper nunc dignissim himenaeos proin tellus gravida.	46	4	BEICWIO1582C	161.444762105681	58.05824440745637	1	Sample TS	// REL ROK
aaa6ac83-fd4e-47bb-a679-0c2d748c455d	CR	CR59	2016-04-26T03:00:00Z	19	2016-04-27T10:00:00Z	1	APPROVED	in ligula turpis libero porta	Dolor nunc pellentesque nunc facilisis faucibus faucibus curae consequat faucibus. Class taciti id curae venenatis neque viverra habitant posuere platea purus dui curae mi libero. Venenatis pharetra posuere consequat condimentum etiam mi vitae montes. Pharetra lobortis hac condimentum porta mattis montes dapibus condimentum lacinia. Placerat nulla in habitant interdum duis varius malesuada? Aliquet erat blandit semper id hac volutpat phasellus vel sociis eget convallis molestie sodales eleifend ridiculus faucibus fusce dapibus ullamcorper faucibus faucibus donec et habitasse taciti natoque euismod rhoncus blandit orci montes ullamcorper facilisi class aenean nam est duis mollis sapien montes curae malesuada dictumst nam purus venenatis non scelerisque ultricies et turpis nostra class arcu cursus eget scelerisque eu gravida faucibus eros iaculis convallis penatibus cras eu vitae curabitur pulvinar id.	0e25220b-7bf6-4a29-8863-1e742419e017	SOUTHCOM	AF	Reconnaissance	ROUTINE	2016-05-25T18:00:00Z	2016-06-07T18:00:00Z	Dolor nunc pellentesque nunc facilisis faucibus faucibus curae consequat faucibus. Class taciti id curae venenatis neque viverra habitant posuere platea purus dui curae mi libero. Venenatis pharetra posuere consequat condimentum etiam mi vitae montes. Pharetra lobortis hac condimentum porta mattis montes dapibus condimentum lacinia. Placerat nulla in habitant interdum duis varius malesuada? Aliquet erat blandit semper id hac volutpat phasellus vel sociis eget convallis molestie sodales eleifend ridiculus faucibus fusce dapibus ullamcorper faucibus faucibus donec et habitasse taciti natoque euismod rhoncus blandit orci montes ullamcorper facilisi class aenean nam est duis mollis sapien montes curae malesuada dictumst nam purus venenatis non scelerisque ultricies et turpis nostra class arcu cursus eget scelerisque eu gravida faucibus eros iaculis convallis penatibus cras eu vitae curabitur pulvinar id.	Adipiscing odio vestibulum nulla dignissim enim id taciti sapien proin! Vestibulum dui facilisis phasellus ad nunc magna scelerisque ligula pellentesque suspendisse accumsan curae. Mollis tortor tristique himenaeos nisl vestibulum habitasse inceptos habitasse aptent. Vulputate proin volutpat justo laoreet fringilla sociis nec cubilia sed nullam. Pharetra torquent tellus aptent tellus condimentum in accumsan nascetur neque integer non curae leo mus id habitasse commodo fames quisque suscipit vulputate diam ut viverra inceptos vivamus quisque metus dictumst nec blandit mus porta placerat interdum sollicitudin sem tellus nunc donec scelerisque nascetur fringilla malesuada dis turpis mollis nisl lacinia venenatis lacinia elementum sapien mus conubia fusce ullamcorper condimentum eleifend.	Adipiscing odio vestibulum nulla dignissim enim id taciti sapien proin! Vestibulum dui facilisis phasellus ad nunc magna scelerisque ligula pellentesque suspendisse accumsan curae. Mollis tortor tristique himenaeos nisl vestibulum habitasse inceptos habitasse aptent. Vulputate proin volutpat justo laoreet fringilla sociis nec cubilia sed nullam. Pharetra torquent tellus aptent tellus condimentum in accumsan nascetur neque integer non curae leo mus id habitasse commodo fames quisque suscipit vulputate diam ut viverra inceptos vivamus quisque metus dictumst nec blandit mus porta placerat interdum sollicitudin sem tellus nunc donec scelerisque nascetur fringilla malesuada dis turpis mollis nisl lacinia venenatis lacinia elementum sapien mus conubia fusce ullamcorper condimentum eleifend.	92	6	BETMEPM0473A	-71.15661781942472	3.5926244635600595	2	Sample TS	// REL FEYES
9df13ec7-fe0b-469c-8660-e918491b2a36	CR	CR60	2016-04-17T04:00:00Z	97	2016-04-18T11:00:00Z	60	DRAFT	ligula pellentesque est fermentum justo	Adipiscing nibh faucibus dictum aenean praesent malesuada. Curabitur eu ridiculus nec lacinia at torquent conubia duis himenaeos platea scelerisque. Quis sagittis dictum conubia id lectus ullamcorper lobortis penatibus cursus iaculis fermentum. Feugiat pulvinar laoreet augue sed mus tempus mauris suscipit hendrerit massa porttitor nunc mauris nascetur mauris quis donec senectus lacus nullam massa curae taciti bibendum sodales dictum massa purus at mollis dictumst auctor nisl elementum sollicitudin dignissim conubia arcu quis iaculis aliquet malesuada?	8dad9887-49eb-4318-acc4-c5f439078aef	EUCOM	SOF	Reconnaissance	IMMEDIATE	2016-06-16T21:00:00Z	2016-07-01T21:00:00Z	Adipiscing nibh faucibus dictum aenean praesent malesuada. Curabitur eu ridiculus nec lacinia at torquent conubia duis himenaeos platea scelerisque. Quis sagittis dictum conubia id lectus ullamcorper lobortis penatibus cursus iaculis fermentum. Feugiat pulvinar laoreet augue sed mus tempus mauris suscipit hendrerit massa porttitor nunc mauris nascetur mauris quis donec senectus lacus nullam massa curae taciti bibendum sodales dictum massa purus at mollis dictumst auctor nisl elementum sollicitudin dignissim conubia arcu quis iaculis aliquet malesuada?	Amet risus facilisi fringilla ac tortor curabitur dis suscipit. Erat conubia nam dui platea quam ridiculus eget. Libero sed dis accumsan urna donec nunc imperdiet massa tellus turpis himenaeos donec laoreet ac morbi gravida quis pharetra risus odio auctor vel diam gravida dui curae fusce conubia platea curabitur tellus mauris etiam placerat fringilla facilisis potenti.	Amet risus facilisi fringilla ac tortor curabitur dis suscipit. Erat conubia nam dui platea quam ridiculus eget. Libero sed dis accumsan urna donec nunc imperdiet massa tellus turpis himenaeos donec laoreet ac morbi gravida quis pharetra risus odio auctor vel diam gravida dui curae fusce conubia platea curabitur tellus mauris etiam placerat fringilla facilisis potenti.	44	1	BEMVLOH9879P	59.223146547749636	67.79196157371625	3	Sample S	//
6e8f0202-1f6b-4a4b-bfe6-52c9b3dd4cc3	CR	CR61	2016-05-21T13:00:00Z	34	2016-05-22T20:00:00Z	9	APPROVED	cras ullamcorper morbi nisl habitasse	Dolor tincidunt turpis volutpat leo convallis sollicitudin posuere inceptos augue feugiat congue nunc. Libero aliquet sed maecenas integer eleifend massa platea nam arcu vulputate? Sem cubilia metus vivamus commodo pellentesque taciti ornare non magnis. Euismod at nascetur urna iaculis vivamus vehicula curabitur viverra molestie cras. Cubilia et egestas est mus eros penatibus habitant metus mauris rhoncus gravida inceptos etiam justo tincidunt neque congue nostra litora montes pretium dui orci iaculis per nec arcu curae maecenas habitasse imperdiet aliquet in diam netus nec mi cursus integer pharetra placerat.	f1d8beea-ec9c-4981-a02b-8e8f8e1ba5ed	NORTHCOM	SOF	MTI	ROUTINE	2016-05-02T15:00:00Z	2016-05-16T15:00:00Z	Dolor tincidunt turpis volutpat leo convallis sollicitudin posuere inceptos augue feugiat congue nunc. Libero aliquet sed maecenas integer eleifend massa platea nam arcu vulputate? Sem cubilia metus vivamus commodo pellentesque taciti ornare non magnis. Euismod at nascetur urna iaculis vivamus vehicula curabitur viverra molestie cras. Cubilia et egestas est mus eros penatibus habitant metus mauris rhoncus gravida inceptos etiam justo tincidunt neque congue nostra litora montes pretium dui orci iaculis per nec arcu curae maecenas habitasse imperdiet aliquet in diam netus nec mi cursus integer pharetra placerat.	Ipsum torquent dapibus sollicitudin lacus class eu neque rutrum etiam orci? Convallis sed cum imperdiet augue dictumst tincidunt tincidunt sodales imperdiet! Tempor lacus sollicitudin suscipit nostra morbi purus interdum vulputate quisque hac curabitur bibendum pharetra porttitor dui tellus vel nascetur porttitor netus fringilla nullam libero sodales rhoncus eleifend mattis quam litora cum ornare.	Ipsum torquent dapibus sollicitudin lacus class eu neque rutrum etiam orci? Convallis sed cum imperdiet augue dictumst tincidunt tincidunt sodales imperdiet! Tempor lacus sollicitudin suscipit nostra morbi purus interdum vulputate quisque hac curabitur bibendum pharetra porttitor dui tellus vel nascetur porttitor netus fringilla nullam libero sodales rhoncus eleifend mattis quam litora cum ornare.	97	5	BEAGKBM4763R	-129.22506986735388	37.54648887212388	3	Sample TS	// REL NATO
044ce1ff-53cf-44e5-a1cb-6e320d6f46ad	CR	CR62	2016-05-09T06:00:00Z	54	2016-05-10T13:00:00Z	67	REJECTED	erat congue suscipit condimentum suscipit	Ipsum tempus mollis ridiculus netus platea vivamus a etiam et. Imperdiet habitant purus purus vehicula venenatis egestas tincidunt? Nostra a ultricies dis odio fames nostra blandit iaculis hendrerit. Eget lacus quisque mauris quisque magnis fames elementum nisi mollis tellus curae. Velit vel taciti pellentesque sagittis ad fames in fermentum velit odio penatibus mattis ridiculus. Pretium arcu commodo ultricies etiam vestibulum felis taciti cum viverra enim facilisis magnis dui lectus dictum ultricies himenaeos placerat habitasse taciti sodales magnis lobortis porta sollicitudin laoreet senectus platea fermentum scelerisque neque sociosqu leo nunc ridiculus vel vivamus enim cubilia imperdiet cum natoque luctus habitasse non tempus sapien purus a accumsan sed maecenas bibendum lacus est tortor facilisis egestas nec mi sociis facilisi vitae morbi aliquet venenatis cubilia convallis feugiat praesent mus suscipit sodales nec habitant.	5adf85eb-e611-4cad-bb78-d61a3ae96214	TRANSCOM	MARINES	MTI	ROUTINE	2016-04-30T02:00:00Z	2016-05-24T02:00:00Z	Ipsum tempus mollis ridiculus netus platea vivamus a etiam et. Imperdiet habitant purus purus vehicula venenatis egestas tincidunt? Nostra a ultricies dis odio fames nostra blandit iaculis hendrerit. Eget lacus quisque mauris quisque magnis fames elementum nisi mollis tellus curae. Velit vel taciti pellentesque sagittis ad fames in fermentum velit odio penatibus mattis ridiculus. Pretium arcu commodo ultricies etiam vestibulum felis taciti cum viverra enim facilisis magnis dui lectus dictum ultricies himenaeos placerat habitasse taciti sodales magnis lobortis porta sollicitudin laoreet senectus platea fermentum scelerisque neque sociosqu leo nunc ridiculus vel vivamus enim cubilia imperdiet cum natoque luctus habitasse non tempus sapien purus a accumsan sed maecenas bibendum lacus est tortor facilisis egestas nec mi sociis facilisi vitae morbi aliquet venenatis cubilia convallis feugiat praesent mus suscipit sodales nec habitant.	Sit metus placerat taciti blandit mus convallis torquent hendrerit. Consequat molestie pulvinar vestibulum donec faucibus aliquet massa. Primis urna tristique suspendisse convallis at platea et congue quis primis nibh. Netus nibh elementum congue malesuada et conubia inceptos etiam laoreet. Enim eget tellus metus sollicitudin elementum sed iaculis at consequat vel pulvinar dignissim. Fames parturient duis felis accumsan penatibus inceptos accumsan purus integer tristique penatibus risus vehicula egestas dictumst pretium orci nunc ultricies nisl molestie phasellus nulla facilisis magnis sociosqu cum per magnis laoreet praesent mattis himenaeos ut blandit nascetur tempor mauris facilisis augue nulla feugiat semper tincidunt parturient erat nostra pellentesque orci neque potenti conubia nullam conubia.	Sit metus placerat taciti blandit mus convallis torquent hendrerit. Consequat molestie pulvinar vestibulum donec faucibus aliquet massa. Primis urna tristique suspendisse convallis at platea et congue quis primis nibh. Netus nibh elementum congue malesuada et conubia inceptos etiam laoreet. Enim eget tellus metus sollicitudin elementum sed iaculis at consequat vel pulvinar dignissim. Fames parturient duis felis accumsan penatibus inceptos accumsan purus integer tristique penatibus risus vehicula egestas dictumst pretium orci nunc ultricies nisl molestie phasellus nulla facilisis magnis sociosqu cum per magnis laoreet praesent mattis himenaeos ut blandit nascetur tempor mauris facilisis augue nulla feugiat semper tincidunt parturient erat nostra pellentesque orci neque potenti conubia nullam conubia.	64	1	BECIKIS2945B	105.51016089865007	12.288501847814768	8	Sample U	// NOFORN
5564c9ab-40e4-4206-9292-321dc814c6d8	CR	CR63	2016-05-23T05:00:00Z	36	2016-05-24T12:00:00Z	50	PAUSED	tortor venenatis nisl iaculis ligula	Ipsum ac tincidunt tincidunt vel hac mattis nibh phasellus? Consequat aptent laoreet molestie congue tempor hendrerit curabitur. Urna euismod varius nisi conubia purus convallis mauris ullamcorper. Egestas accumsan auctor magnis dui fermentum risus ultrices facilisis accumsan nisi. Fusce himenaeos habitasse sodales sapien magnis ultrices volutpat mauris euismod vel sagittis egestas conubia sed neque taciti cursus vulputate cras cras nascetur enim in lobortis turpis nisl fringilla pretium elementum nascetur congue iaculis pretium leo molestie duis cursus mi viverra maecenas ridiculus risus aptent egestas potenti faucibus faucibus mi dis lacinia eros mattis augue tortor sociosqu penatibus blandit conubia blandit ac pulvinar aliquam nascetur hendrerit class lobortis vivamus himenaeos lacus maecenas mauris nibh primis porta hendrerit sociis porta varius magnis montes.	b5fbbab7-7505-4d4b-9208-d3c816b37e7d	INDOPACOM	SOF	Reconnaissance	ROUTINE	2016-05-31T09:00:00Z	2016-06-13T09:00:00Z	Ipsum ac tincidunt tincidunt vel hac mattis nibh phasellus? Consequat aptent laoreet molestie congue tempor hendrerit curabitur. Urna euismod varius nisi conubia purus convallis mauris ullamcorper. Egestas accumsan auctor magnis dui fermentum risus ultrices facilisis accumsan nisi. Fusce himenaeos habitasse sodales sapien magnis ultrices volutpat mauris euismod vel sagittis egestas conubia sed neque taciti cursus vulputate cras cras nascetur enim in lobortis turpis nisl fringilla pretium elementum nascetur congue iaculis pretium leo molestie duis cursus mi viverra maecenas ridiculus risus aptent egestas potenti faucibus faucibus mi dis lacinia eros mattis augue tortor sociosqu penatibus blandit conubia blandit ac pulvinar aliquam nascetur hendrerit class lobortis vivamus himenaeos lacus maecenas mauris nibh primis porta hendrerit sociis porta varius magnis montes.	Adipiscing massa sociis enim mus gravida vitae porta convallis! In mi etiam consequat parturient parturient lacinia integer commodo. Eleifend vulputate suspendisse auctor vitae quam cubilia leo dui ultrices. Eleifend morbi imperdiet nascetur facilisis luctus lobortis suspendisse sodales risus sapien morbi facilisis? At pellentesque suscipit dui dignissim aliquam leo sed placerat aptent velit cum curabitur potenti nibh duis eu luctus hac condimentum bibendum lectus congue phasellus felis proin suscipit vivamus porttitor eleifend duis cum sed sociosqu luctus congue natoque class augue conubia luctus ornare risus ad et per lectus cum cum commodo aptent metus ornare.	Adipiscing massa sociis enim mus gravida vitae porta convallis! In mi etiam consequat parturient parturient lacinia integer commodo. Eleifend vulputate suspendisse auctor vitae quam cubilia leo dui ultrices. Eleifend morbi imperdiet nascetur facilisis luctus lobortis suspendisse sodales risus sapien morbi facilisis? At pellentesque suscipit dui dignissim aliquam leo sed placerat aptent velit cum curabitur potenti nibh duis eu luctus hac condimentum bibendum lectus congue phasellus felis proin suscipit vivamus porttitor eleifend duis cum sed sociosqu luctus congue natoque class augue conubia luctus ornare risus ad et per lectus cum cum commodo aptent metus ornare.	18	3	BEYCISM1304P	-152.56541208545679	4.0263463431503626	6	Sample TS	//
