"GUID";"Created_Date_Time";"Created_By";"LastUpdated_Date_Time";"LastUpdated_By";"Workflow_Status";"Title";"Description";"RFC";"Combatant_Command";"Combatant_Command_Component";"collectType";"collectionTimeline";"collectionStartDate";"collectionStopDate";"background";"justification";"summary";"responsiblePointofContactId";"groupId";"TargetID";"lon";"lat";"Priority";"Classification";"Releasability"
"853bb541-94fe-4e84-be1c-1763ca995ad1";"2016-05-24 06:00:00.000000";34;"2016-05-26 04:00:00.000000";97;"APPROVED";"lacinia faucibus fringilla inceptos placerat";"Consectetur ultrices viverra per lacus vel quis facilisi inceptos. Aptent diam nostra cum praesent parturient tempus mi aliquam diam mi aliquet. Eu ultrices accumsan pharetra aliquam torquent augue erat fames. Per sed dapibus lectus commodo montes malesuada vitae a mauris torquent mauris gravida porttitor orci justo platea himenaeos tincidunt libero leo neque platea sociis vivamus pellentesque rutrum eu tempor vestibulum arcu primis ac orci placerat erat blandit per malesuada sodales erat natoque sociosqu tortor hac nisl enim et suscipit scelerisque.";"179ef89e-c17d-4180-8b9c-c1908eb4ea8b";"TRANSCOM";"NAVY";"Reconnaissance";"IMMEDIATE";"2016-04-17 04:00:00.000000";"2016-07-30 04:00:00.000000";"Consectetur ultrices viverra per lacus vel quis facilisi inceptos. Aptent diam nostra cum praesent parturient tempus mi aliquam diam mi aliquet. Eu ultrices accumsan pharetra aliquam torquent augue erat fames. Per sed dapibus lectus commodo montes malesuada vitae a mauris torquent mauris gravida porttitor orci justo platea himenaeos tincidunt libero leo neque platea sociis vivamus pellentesque rutrum eu tempor vestibulum arcu primis ac orci placerat erat blandit per malesuada sodales erat natoque sociosqu tortor hac nisl enim et suscipit scelerisque.";"Adipiscing senectus mollis accumsan. Tristique porta aliquet gravida rhoncus condimentum vehicula senectus nibh gravida. Odio litora odio magnis mus ultrices sociosqu! Nam semper litora ad tortor mi sapien per nam eu ac torquent luctus risus rutrum phasellus molestie nunc tellus fringilla luctus dignissim fames lacinia massa posuere ac quisque sollicitudin congue eget nec lacinia nisl egestas sociosqu netus imperdiet phasellus nec habitasse interdum pellentesque auctor velit facilisi ligula diam pulvinar vehicula semper cursus elementum parturient sed facilisis lectus ultrices rutrum fringilla porta risus sociosqu et sem ac.";"Adipiscing senectus mollis accumsan. Tristique porta aliquet gravida rhoncus condimentum vehicula senectus nibh gravida. Odio litora odio magnis mus ultrices sociosqu! Nam semper litora ad tortor mi sapien per nam eu ac torquent luctus risus rutrum phasellus molestie nunc tellus fringilla luctus dignissim fames lacinia massa posuere ac quisque sollicitudin congue eget nec lacinia nisl egestas sociosqu netus imperdiet phasellus nec habitasse interdum pellentesque auctor velit facilisi ligula diam pulvinar vehicula semper cursus elementum parturient sed facilisis lectus ultrices rutrum fringilla porta risus sociosqu et sem ac.";82;3;"BEIAVTL8559T";-119.96106984056533;40.847307197516784;8.0;"Sample TS";"// REL FEYES"
"cf9a5de7-abc6-4cbb-82b7-eec1f2b4a307";"2016-05-26 13:00:00.000000";9;"2016-05-28 11:00:00.000000";51;"PENDING";"tempor integer scelerisque nascetur a";"Adipiscing dis sem mattis dis est primis sapien varius nulla risus cras praesent. Non aliquam senectus purus aliquet vel a augue habitant curabitur odio. Ac mi congue aenean ultrices suscipit dignissim pharetra. Aliquet consequat dui pharetra penatibus massa nibh porttitor eleifend volutpat tempor est est sociosqu venenatis ridiculus felis arcu fermentum ad augue posuere fermentum netus neque mollis nec accumsan himenaeos nisl in convallis dictum suspendisse sapien natoque nam neque congue arcu donec ad elementum pretium volutpat mauris phasellus non.";"80951c80-3e3d-4c19-9feb-3445ca1aebee";"AFRICOM";"MARINES";"MTI";"ROUTINE";"2016-04-29 16:00:00.000000";"2016-08-11 16:00:00.000000";"Adipiscing dis sem mattis dis est primis sapien varius nulla risus cras praesent. Non aliquam senectus purus aliquet vel a augue habitant curabitur odio. Ac mi congue aenean ultrices suscipit dignissim pharetra. Aliquet consequat dui pharetra penatibus massa nibh porttitor eleifend volutpat tempor est est sociosqu venenatis ridiculus felis arcu fermentum ad augue posuere fermentum netus neque mollis nec accumsan himenaeos nisl in convallis dictum suspendisse sapien natoque nam neque congue arcu donec ad elementum pretium volutpat mauris phasellus non.";"Elit rhoncus cum consequat conubia at fermentum? Per morbi neque dis velit curabitur vitae pellentesque. Magnis dapibus lacus mauris sed ornare nec lobortis porttitor purus inceptos neque imperdiet ligula auctor mauris aptent semper praesent sociosqu laoreet venenatis porta faucibus ante nec duis eu eros neque per imperdiet augue condimentum aliquam condimentum turpis sagittis netus nec risus libero nullam nibh nunc natoque est gravida?";"Elit rhoncus cum consequat conubia at fermentum? Per morbi neque dis velit curabitur vitae pellentesque. Magnis dapibus lacus mauris sed ornare nec lobortis porttitor purus inceptos neque imperdiet ligula auctor mauris aptent semper praesent sociosqu laoreet venenatis porta faucibus ante nec duis eu eros neque per imperdiet augue condimentum aliquam condimentum turpis sagittis netus nec risus libero nullam nibh nunc natoque est gravida?";13;4;"BEAGSVM8238V";-127.07437713895925;41.40954542690888;9.0;"Sample U";"// REL ROK"
"3830858d-770a-4003-81e8-64e88da4245c";"2016-05-23 05:00:00.000000";49;"2016-05-25 03:00:00.000000";90;"PENDING";"ultrices donec et sociis ut";"Adipiscing tempus dignissim imperdiet hendrerit odio dis tempor sem vehicula et vel. Luctus nibh venenatis parturient fermentum etiam euismod scelerisque risus ut luctus. Sociis suspendisse maecenas ante ultricies quis imperdiet lectus porttitor accumsan himenaeos at. Nascetur nulla senectus turpis ad suscipit libero morbi. Suspendisse tempus volutpat senectus suscipit ut ullamcorper eros arcu blandit. Sed suspendisse taciti congue lacus volutpat at facilisis dignissim vivamus mauris varius iaculis viverra accumsan nibh porttitor pellentesque et conubia et magnis ac primis condimentum sem odio ligula per euismod aliquam quis lacus curabitur aliquet ultrices fermentum ligula leo scelerisque sollicitudin dui porta feugiat pharetra litora nostra eros primis vulputate torquent sociosqu natoque nibh fermentum aenean.";"5b0136f5-e196-4cce-a67d-36bcb2327593";"CYBERCOM";"SOF";"Surveillance";"ROUTINE";"2016-04-26 03:00:00.000000";"2016-08-08 03:00:00.000000";"Adipiscing tempus dignissim imperdiet hendrerit odio dis tempor sem vehicula et vel. Luctus nibh venenatis parturient fermentum etiam euismod scelerisque risus ut luctus. Sociis suspendisse maecenas ante ultricies quis imperdiet lectus porttitor accumsan himenaeos at. Nascetur nulla senectus turpis ad suscipit libero morbi. Suspendisse tempus volutpat senectus suscipit ut ullamcorper eros arcu blandit. Sed suspendisse taciti congue lacus volutpat at facilisis dignissim vivamus mauris varius iaculis viverra accumsan nibh porttitor pellentesque et conubia et magnis ac primis condimentum sem odio ligula per euismod aliquam quis lacus curabitur aliquet ultrices fermentum ligula leo scelerisque sollicitudin dui porta feugiat pharetra litora nostra eros primis vulputate torquent sociosqu natoque nibh fermentum aenean.";"Consectetur nulla risus ut duis torquent placerat lacinia. Porttitor blandit nostra felis dictum netus facilisis blandit iaculis cursus sollicitudin. Duis enim mattis lobortis nibh pulvinar senectus aptent vehicula egestas. Sollicitudin sociosqu semper vehicula consequat fringilla sed turpis commodo quisque massa fusce neque auctor mauris auctor ut tristique platea porttitor sapien morbi pellentesque sociosqu molestie quis tortor blandit nibh parturient hendrerit a ligula eu sagittis massa nostra purus in natoque augue varius nostra id lectus elementum phasellus tellus urna habitant posuere.";"Consectetur nulla risus ut duis torquent placerat lacinia. Porttitor blandit nostra felis dictum netus facilisis blandit iaculis cursus sollicitudin. Duis enim mattis lobortis nibh pulvinar senectus aptent vehicula egestas. Sollicitudin sociosqu semper vehicula consequat fringilla sed turpis commodo quisque massa fusce neque auctor mauris auctor ut tristique platea porttitor sapien morbi pellentesque sociosqu molestie quis tortor blandit nibh parturient hendrerit a ligula eu sagittis massa nostra purus in natoque augue varius nostra id lectus elementum phasellus tellus urna habitant posuere.";71;1;"BEYSLWK2321P";-124.35802854551002;38.40254046665505;7.0;"Sample S";"// NOFORN"
"ed6c0d39-88c1-4425-af4b-2a431bb5d91d";"2016-04-03 10:00:00.000000";83;"2016-04-05 08:00:00.000000";24;"DRAFT";"diam non vitae montes facilisi";"Lorem pharetra augue fermentum lacus tempor dignissim pulvinar porta non id dapibus. Donec tempor natoque eu nunc. Egestas a pretium id blandit suspendisse scelerisque sociosqu fermentum lacinia. Curae proin himenaeos facilisi ornare convallis pellentesque lacinia fermentum porttitor id sociosqu hendrerit fusce et aliquam elementum fermentum etiam vivamus diam senectus luctus lacinia tortor augue curae mollis nulla feugiat ultrices dignissim taciti malesuada porttitor justo natoque nisl faucibus nullam porta enim senectus porta lectus magnis scelerisque eros ut venenatis duis vivamus fermentum id suspendisse.";"e8215e5e-38c6-43b3-9880-67cbfb29bb9c";"SOUTHCOM";"SOF";"Reconnaissance";"IMMEDIATE";"2016-05-05 22:00:00.000000";"2016-08-17 22:00:00.000000";"Lorem pharetra augue fermentum lacus tempor dignissim pulvinar porta non id dapibus. Donec tempor natoque eu nunc. Egestas a pretium id blandit suspendisse scelerisque sociosqu fermentum lacinia. Curae proin himenaeos facilisi ornare convallis pellentesque lacinia fermentum porttitor id sociosqu hendrerit fusce et aliquam elementum fermentum etiam vivamus diam senectus luctus lacinia tortor augue curae mollis nulla feugiat ultrices dignissim taciti malesuada porttitor justo natoque nisl faucibus nullam porta enim senectus porta lectus magnis scelerisque eros ut venenatis duis vivamus fermentum id suspendisse.";"Adipiscing porta dictum dapibus tristique aenean proin! At sodales urna magnis aliquam ultricies sem curae pharetra commodo vulputate mi parturient ultrices imperdiet faucibus egestas facilisi eget luctus morbi non porttitor blandit nascetur ullamcorper feugiat sagittis arcu aptent bibendum at morbi lacus nam pellentesque nisl conubia metus?";"Adipiscing porta dictum dapibus tristique aenean proin! At sodales urna magnis aliquam ultricies sem curae pharetra commodo vulputate mi parturient ultrices imperdiet faucibus egestas facilisi eget luctus morbi non porttitor blandit nascetur ullamcorper feugiat sagittis arcu aptent bibendum at morbi lacus nam pellentesque nisl conubia metus?";16;4;"BEHJPNZ4126Y";-123.8408052214887;33.48482851143926;5.0;"Sample S";"// REL NATO"
"ddd674c0-57c4-43dd-8c66-f72589f4937a";"2016-04-08 15:00:00.000000";81;"2016-04-10 13:00:00.000000";66;"DRAFT";"diam lacinia fusce dapibus interdum";"Sit interdum etiam viverra leo aenean potenti eros quam vestibulum viverra felis. Dis inceptos ante consequat euismod iaculis suspendisse interdum faucibus a curabitur quam ultrices maecenas donec netus duis nam donec augue arcu mollis orci sem scelerisque netus.";"52366b4a-bcef-47bd-bb6e-902963272fd7";"TRANSCOM";"MARINES";"Surveillance";"ROUTINE";"2016-05-31 03:00:00.000000";"2016-09-12 03:00:00.000000";"Sit interdum etiam viverra leo aenean potenti eros quam vestibulum viverra felis. Dis inceptos ante consequat euismod iaculis suspendisse interdum faucibus a curabitur quam ultrices maecenas donec netus duis nam donec augue arcu mollis orci sem scelerisque netus.";"Consectetur dui himenaeos vehicula rhoncus justo? Morbi tristique ultrices et bibendum donec volutpat rutrum a vulputate at porttitor mauris tempus? Erat ligula mi morbi nullam id ut elementum dignissim. Per luctus viverra nam nam bibendum neque per. Dapibus vulputate magnis morbi urna consequat nam venenatis mollis vitae consequat maecenas platea cursus volutpat inceptos blandit ante senectus per blandit gravida nostra himenaeos tincidunt venenatis purus platea molestie nascetur elementum vel varius nostra ac ridiculus pulvinar proin imperdiet placerat placerat torquent cum cum ullamcorper luctus facilisis mollis venenatis nostra fringilla vivamus.";"Consectetur dui himenaeos vehicula rhoncus justo? Morbi tristique ultrices et bibendum donec volutpat rutrum a vulputate at porttitor mauris tempus? Erat ligula mi morbi nullam id ut elementum dignissim. Per luctus viverra nam nam bibendum neque per. Dapibus vulputate magnis morbi urna consequat nam venenatis mollis vitae consequat maecenas platea cursus volutpat inceptos blandit ante senectus per blandit gravida nostra himenaeos tincidunt venenatis purus platea molestie nascetur elementum vel varius nostra ac ridiculus pulvinar proin imperdiet placerat placerat torquent cum cum ullamcorper luctus facilisis mollis venenatis nostra fringilla vivamus.";58;3;"BEKHZZH0113S";-132.88541213143617;42.901131017319855;5.0;"Sample S";"// REL NATO"
"2f53d97b-5a9b-45db-8bfc-5fcada82d762";"2016-05-07 04:00:00.000000";73;"2016-05-09 02:00:00.000000";42;"PENDING";"velit augue mi magnis himenaeos";"Consectetur porttitor ullamcorper class dictum mollis quis vivamus. Sollicitudin mollis diam magnis dui urna inceptos laoreet a egestas nisl. Volutpat elementum quam eu ad molestie nostra dapibus elementum lobortis nostra lobortis. Scelerisque semper potenti turpis ut nulla integer phasellus. Primis litora risus lectus nibh suspendisse ante montes cum duis! Ante vitae habitant sociosqu congue fusce libero leo dictumst? Elementum montes porta rutrum tempus commodo ut convallis fames hac luctus proin risus cubilia tempor montes cursus purus vulputate dui tempus tellus per in volutpat eget magna habitasse scelerisque feugiat malesuada euismod pretium vulputate condimentum et velit felis tellus cubilia sagittis class pulvinar ultricies eu fusce dis mus accumsan odio pulvinar sed commodo inceptos scelerisque et convallis tempus montes condimentum dictumst cursus nisl nulla per odio orci sociis id non primis cubilia enim tortor fermentum scelerisque praesent et consequat integer scelerisque molestie lobortis habitant euismod?";"5b0136f5-e196-4cce-a67d-36bcb2327593";"CYBERCOM";"SOF";"MTI";"ROUTINE";"2016-04-26 03:00:00.000000";"2016-08-08 03:00:00.000000";"Consectetur porttitor ullamcorper class dictum mollis quis vivamus. Sollicitudin mollis diam magnis dui urna inceptos laoreet a egestas nisl. Volutpat elementum quam eu ad molestie nostra dapibus elementum lobortis nostra lobortis. Scelerisque semper potenti turpis ut nulla integer phasellus. Primis litora risus lectus nibh suspendisse ante montes cum duis! Ante vitae habitant sociosqu congue fusce libero leo dictumst? Elementum montes porta rutrum tempus commodo ut convallis fames hac luctus proin risus cubilia tempor montes cursus purus vulputate dui tempus tellus per in volutpat eget magna habitasse scelerisque feugiat malesuada euismod pretium vulputate condimentum et velit felis tellus cubilia sagittis class pulvinar ultricies eu fusce dis mus accumsan odio pulvinar sed commodo inceptos scelerisque et convallis tempus montes condimentum dictumst cursus nisl nulla per odio orci sociis id non primis cubilia enim tortor fermentum scelerisque praesent et consequat integer scelerisque molestie lobortis habitant euismod?";"Consectetur morbi eget facilisi semper at posuere. A mollis erat fringilla suscipit cras leo placerat lectus. Aliquet integer commodo pellentesque fermentum nostra augue litora blandit eget conubia aliquam purus. Dictumst cras suscipit ridiculus integer rutrum ullamcorper ante platea phasellus class morbi elementum aenean tempor integer vestibulum taciti laoreet lacinia tempor nulla parturient erat odio massa sollicitudin lobortis vivamus enim erat ornare purus et class fermentum pretium penatibus ultricies vestibulum dictum aliquet curabitur lectus vivamus curae ligula odio commodo enim at.";"Consectetur morbi eget facilisi semper at posuere. A mollis erat fringilla suscipit cras leo placerat lectus. Aliquet integer commodo pellentesque fermentum nostra augue litora blandit eget conubia aliquam purus. Dictumst cras suscipit ridiculus integer rutrum ullamcorper ante platea phasellus class morbi elementum aenean tempor integer vestibulum taciti laoreet lacinia tempor nulla parturient erat odio massa sollicitudin lobortis vivamus enim erat ornare purus et class fermentum pretium penatibus ultricies vestibulum dictum aliquet curabitur lectus vivamus curae ligula odio commodo enim at.";15;1;"BEYSLWK2321P";-124.29488969659432;38.44754935773089;7.0;"Sample S";"// NOFORN"
"19b73840-0ada-4c47-b051-eb9efcab77ef";"2016-05-23 00:00:00.000000";74;"2016-05-24 22:00:00.000000";87;"PENDING";"rhoncus nam volutpat integer fermentum";"Consectetur nascetur accumsan senectus non sem urna eu tempor mauris? Nunc torquent elementum orci metus eros placerat hendrerit magna metus hac. Imperdiet auctor eleifend sagittis lacus mattis purus scelerisque! Quisque himenaeos ultricies fames urna massa libero tristique pharetra inceptos. Rutrum pharetra platea at mattis est rhoncus posuere accumsan in sociosqu dignissim sollicitudin turpis duis venenatis vestibulum fringilla hendrerit posuere curabitur nascetur turpis gravida curabitur pulvinar mus cras mi lacinia ac tempus massa vel dis consequat nullam ultrices non porttitor dictum tristique dignissim tempor magnis hendrerit penatibus varius leo tellus elementum non vulputate suspendisse fringilla gravida leo convallis lacinia massa ut rutrum luctus.";"84d53448-8b69-4b9c-ab5b-0803c17d8c48";"AFRICOM";"SPACE";"MTI";"IMMEDIATE";"2016-03-24 00:00:00.000000";"2016-07-06 00:00:00.000000";"Consectetur nascetur accumsan senectus non sem urna eu tempor mauris? Nunc torquent elementum orci metus eros placerat hendrerit magna metus hac. Imperdiet auctor eleifend sagittis lacus mattis purus scelerisque! Quisque himenaeos ultricies fames urna massa libero tristique pharetra inceptos. Rutrum pharetra platea at mattis est rhoncus posuere accumsan in sociosqu dignissim sollicitudin turpis duis venenatis vestibulum fringilla hendrerit posuere curabitur nascetur turpis gravida curabitur pulvinar mus cras mi lacinia ac tempus massa vel dis consequat nullam ultrices non porttitor dictum tristique dignissim tempor magnis hendrerit penatibus varius leo tellus elementum non vulputate suspendisse fringilla gravida leo convallis lacinia massa ut rutrum luctus.";"Consectetur aliquet ad sed viverra auctor feugiat in. Venenatis nostra sagittis tristique nam euismod hac tristique posuere dictum faucibus neque. Ullamcorper dis nisl malesuada sollicitudin vulputate nullam commodo facilisi conubia proin dui senectus posuere ornare dapibus mus tincidunt mollis faucibus per aliquet molestie laoreet molestie lobortis fermentum aliquam curabitur convallis donec blandit neque.";"Consectetur aliquet ad sed viverra auctor feugiat in. Venenatis nostra sagittis tristique nam euismod hac tristique posuere dictum faucibus neque. Ullamcorper dis nisl malesuada sollicitudin vulputate nullam commodo facilisi conubia proin dui senectus posuere ornare dapibus mus tincidunt mollis faucibus per aliquet molestie laoreet molestie lobortis fermentum aliquam curabitur convallis donec blandit neque.";70;5;"BESBZSY8960I";-129.3752009765245;31.95125101436861;7.0;"Sample TS";"// REL NATO"
"b94d012c-558d-4157-a932-0dbcd8026329";"2016-04-19 16:00:00.000000";54;"2016-04-21 14:00:00.000000";100;"PAUSED";"mollis iaculis nibh senectus molestie";"Ipsum sollicitudin id suscipit penatibus montes litora curae congue euismod. Habitasse eget feugiat tempus ridiculus et per nullam volutpat sagittis cubilia. Orci rhoncus laoreet consequat parturient cursus augue pharetra praesent. Habitasse parturient quisque interdum sem velit penatibus tincidunt morbi in volutpat mi class mus velit torquent ante per dictumst ante erat ad ac convallis ornare nec nascetur urna erat posuere aenean maecenas aliquet congue taciti aliquam erat dictum sed interdum platea nostra cum himenaeos netus fusce at lectus sociosqu facilisi.";"c323bdd0-2ecd-4080-adc9-f83330c7400a";"INDOPACOM";"SPACE";"Surveillance";"ROUTINE";"2016-04-15 22:00:00.000000";"2016-07-28 22:00:00.000000";"Ipsum sollicitudin id suscipit penatibus montes litora curae congue euismod. Habitasse eget feugiat tempus ridiculus et per nullam volutpat sagittis cubilia. Orci rhoncus laoreet consequat parturient cursus augue pharetra praesent. Habitasse parturient quisque interdum sem velit penatibus tincidunt morbi in volutpat mi class mus velit torquent ante per dictumst ante erat ad ac convallis ornare nec nascetur urna erat posuere aenean maecenas aliquet congue taciti aliquam erat dictum sed interdum platea nostra cum himenaeos netus fusce at lectus sociosqu facilisi.";"Dolor facilisis taciti proin suspendisse tempor interdum. Est est condimentum metus sodales habitant placerat justo duis pretium quis mattis venenatis tortor. Sodales mi rhoncus ad litora laoreet senectus suscipit nascetur egestas. At orci suspendisse a hac orci enim consequat magna bibendum ligula rutrum. Mauris ante nunc libero augue quam erat libero pharetra vitae varius! Nulla tristique nunc volutpat nostra penatibus vestibulum. Erat fermentum dui pellentesque velit massa fermentum vel lacus in nascetur id penatibus ultrices dictumst rutrum tellus sociis eleifend molestie convallis semper penatibus hendrerit quis mauris facilisi est est per facilisi sollicitudin erat dictum senectus consequat convallis platea dictum nisi sem urna cursus libero praesent nostra magnis ante hendrerit dignissim volutpat rhoncus ridiculus ad mattis taciti condimentum pulvinar commodo non senectus eget dictum ac varius senectus?";"Dolor facilisis taciti proin suspendisse tempor interdum. Est est condimentum metus sodales habitant placerat justo duis pretium quis mattis venenatis tortor. Sodales mi rhoncus ad litora laoreet senectus suscipit nascetur egestas. At orci suspendisse a hac orci enim consequat magna bibendum ligula rutrum. Mauris ante nunc libero augue quam erat libero pharetra vitae varius! Nulla tristique nunc volutpat nostra penatibus vestibulum. Erat fermentum dui pellentesque velit massa fermentum vel lacus in nascetur id penatibus ultrices dictumst rutrum tellus sociis eleifend molestie convallis semper penatibus hendrerit quis mauris facilisi est est per facilisi sollicitudin erat dictum senectus consequat convallis platea dictum nisi sem urna cursus libero praesent nostra magnis ante hendrerit dignissim volutpat rhoncus ridiculus ad mattis taciti condimentum pulvinar commodo non senectus eget dictum ac varius senectus?";33;6;"BEFQCDQ5515X";-120.96289403247647;41.222776039782914;3.0;"Sample TS";"//"
"84790b69-2d65-418c-a1f4-ea0afc840294";"2016-05-31 08:00:00.000000";25;"2016-06-02 06:00:00.000000";68;"PAUSED";"feugiat egestas sollicitudin euismod potenti";"Sit sociosqu orci class primis nostra quam dui posuere et ornare libero pretium. Quis vivamus id litora nisi himenaeos sociosqu aenean mus risus. Neque senectus aliquet mi platea mollis sollicitudin libero eleifend duis dignissim tortor? Feugiat tempus aptent donec litora eu parturient proin sollicitudin luctus nisl. Vestibulum enim porta fusce metus habitasse eu mollis mollis maecenas! Congue integer venenatis felis litora primis nisl a augue vel vivamus enim litora fames ultricies eu aliquet sollicitudin hendrerit aliquam curabitur in euismod gravida conubia urna nec vehicula arcu fringilla libero ultricies ut praesent gravida curae inceptos condimentum feugiat quisque habitasse cras dapibus scelerisque sed neque fames pulvinar orci phasellus magnis habitasse litora mollis curae nibh?";"52be1b79-4b1c-4e77-a375-9690cc2697da";"TRANSCOM";"SPACE";"Surveillance";"IMMEDIATE";"2016-05-15 07:00:00.000000";"2016-08-27 07:00:00.000000";"Sit sociosqu orci class primis nostra quam dui posuere et ornare libero pretium. Quis vivamus id litora nisi himenaeos sociosqu aenean mus risus. Neque senectus aliquet mi platea mollis sollicitudin libero eleifend duis dignissim tortor? Feugiat tempus aptent donec litora eu parturient proin sollicitudin luctus nisl. Vestibulum enim porta fusce metus habitasse eu mollis mollis maecenas! Congue integer venenatis felis litora primis nisl a augue vel vivamus enim litora fames ultricies eu aliquet sollicitudin hendrerit aliquam curabitur in euismod gravida conubia urna nec vehicula arcu fringilla libero ultricies ut praesent gravida curae inceptos condimentum feugiat quisque habitasse cras dapibus scelerisque sed neque fames pulvinar orci phasellus magnis habitasse litora mollis curae nibh?";"Sit accumsan fermentum parturient ultricies fermentum congue a dui nulla congue fringilla erat. Tincidunt lobortis primis litora quisque lobortis potenti pulvinar convallis orci habitasse tempor interdum rutrum phasellus nisi et non luctus pulvinar phasellus sociis mus!";"Sit accumsan fermentum parturient ultricies fermentum congue a dui nulla congue fringilla erat. Tincidunt lobortis primis litora quisque lobortis potenti pulvinar convallis orci habitasse tempor interdum rutrum phasellus nisi et non luctus pulvinar phasellus sociis mus!";68;2;"BEKOWXB1642E";-122.77431172267534;37.109235799824816;9.0;"Sample S";"// NOFORN"
"381bab2b-0bda-41db-aa94-81dd0f073638";"2016-05-01 08:00:00.000000";78;"2016-05-03 06:00:00.000000";25;"APPROVED";"est curabitur penatibus nec senectus";"Amet etiam sociosqu magna venenatis turpis ad condimentum velit nullam curabitur! Ad cum sagittis quis porttitor nec elementum convallis at. Mauris euismod donec netus sagittis quis ac venenatis iaculis porttitor turpis? Sodales montes eros hac cubilia auctor nibh sollicitudin nec lacus lectus habitasse vel hac quis fusce mollis hac facilisis primis commodo scelerisque pulvinar habitasse sollicitudin congue id euismod molestie lectus lacus nulla penatibus senectus laoreet hendrerit conubia vulputate non fusce litora ornare tellus posuere erat semper praesent lectus molestie in metus malesuada iaculis!";"b9658fa1-47a5-4a32-a5bb-2e41fbdce500";"NORTHCOM";"NAVY";"Surveillance";"ROUTINE";"2016-05-16 18:00:00.000000";"2016-08-28 18:00:00.000000";"Amet etiam sociosqu magna venenatis turpis ad condimentum velit nullam curabitur! Ad cum sagittis quis porttitor nec elementum convallis at. Mauris euismod donec netus sagittis quis ac venenatis iaculis porttitor turpis? Sodales montes eros hac cubilia auctor nibh sollicitudin nec lacus lectus habitasse vel hac quis fusce mollis hac facilisis primis commodo scelerisque pulvinar habitasse sollicitudin congue id euismod molestie lectus lacus nulla penatibus senectus laoreet hendrerit conubia vulputate non fusce litora ornare tellus posuere erat semper praesent lectus molestie in metus malesuada iaculis!";"Adipiscing himenaeos libero augue feugiat leo habitant. Turpis rutrum tempus purus egestas lobortis potenti quisque aliquam ridiculus. Torquent felis vel molestie euismod proin pellentesque morbi mi quisque sociosqu fusce? Etiam praesent taciti neque maecenas erat potenti euismod lobortis scelerisque potenti nostra non facilisi congue mollis neque nec blandit dignissim eu sem eleifend ut leo eu id parturient nec parturient dui viverra tellus habitant mollis in suspendisse ligula proin ante integer sed luctus eget libero.";"Adipiscing himenaeos libero augue feugiat leo habitant. Turpis rutrum tempus purus egestas lobortis potenti quisque aliquam ridiculus. Torquent felis vel molestie euismod proin pellentesque morbi mi quisque sociosqu fusce? Etiam praesent taciti neque maecenas erat potenti euismod lobortis scelerisque potenti nostra non facilisi congue mollis neque nec blandit dignissim eu sem eleifend ut leo eu id parturient nec parturient dui viverra tellus habitant mollis in suspendisse ligula proin ante integer sed luctus eget libero.";87;1;"BEQTZYE8872Z";-126.23496250286698;44.45952278645709;4.0;"Sample U";"//"
